amount,hour_of_day,is_weekend,payment_method,is_international,merchant_risk_tier,merchant_age_days,is_fraud
728.62,6,1,NETBANKING,0,HIGH,117,0
223.18,14,1,CARD,1,MEDIUM,486,0
674.46,5,1,WALLET,0,LOW,222,0
16168.03,7,1,UPI,0,LOW,780,0
329.27,23,0,UPI,0,LOW,825,0
490.79,6,0,NETBANKING,0,LOW,581,0
151.83,21,0,WALLET,0,LOW,972,0
405.34,7,1,NETBANKING,0,LOW,411,0
868.68,21,0,UPI,0,LOW,621,0
926.18,5,1,WALLET,0,MEDIUM,122,0
11372.7,5,0,UPI,0,LOW,404,0
271.34,15,1,UPI,1,LOW,284,0
155893.34,1,1,CARD,0,MEDIUM,296,1
19874.92,16,1,WALLET,0,LOW,369,0
6656.17,11,0,WALLET,0,LOW,775,0
116.01,22,0,NETBANKING,0,MEDIUM,948,0
50.94,9,1,UPI,0,MEDIUM,103,0
39.91,13,1,UPI,0,LOW,415,0
346.71,15,1,NETBANKING,0,MEDIUM,842,0
124.71,7,1,NETBANKING,0,MEDIUM,15,0
394.74,17,0,CARD,0,LOW,83,0
650.92,20,1,NETBANKING,0,LOW,887,0
366.36,20,0,CARD,0,MEDIUM,810,0
14898.53,19,0,WALLET,0,LOW,450,0
4701.56,8,1,WALLET,0,LOW,845,0
987.78,15,1,UPI,0,MEDIUM,369,0
998.35,20,1,UPI,0,LOW,250,0
95.68,15,0,CARD,0,LOW,904,0
331.02,16,1,NETBANKING,0,LOW,867,0
566.23,13,1,CARD,0,LOW,93,0
17666.77,10,0,WALLET,0,MEDIUM,107,0
8962.8,14,1,WALLET,0,MEDIUM,444,0
370.68,22,0,CARD,0,LOW,165,0
12179.91,13,0,WALLET,0,LOW,476,0
458.53,9,0,UPI,0,LOW,347,0
30.67,9,1,UPI,1,HIGH,188,0
433.22,17,0,NETBANKING,0,LOW,635,0
919.28,6,1,CARD,0,MEDIUM,453,0
510.35,10,0,WALLET,0,LOW,48,0
406.79,20,0,WALLET,1,LOW,819,0
354.87,1,0,CARD,1,LOW,340,0
655.71,13,0,UPI,0,MEDIUM,906,0
684.35,20,0,UPI,0,LOW,37,0
769.32,3,1,CARD,0,LOW,649,0
684.15,21,0,NETBANKING,0,MEDIUM,710,0
32865.57,5,1,CARD,0,MEDIUM,244,0
829.19,9,1,CARD,0,MEDIUM,708,0
16626.77,22,0,UPI,0,LOW,778,0
769.54,20,1,UPI,0,LOW,29,0
924.46,12,1,WALLET,0,MEDIUM,783,0
116.62,10,0,CARD,0,LOW,13,0
11944.18,11,1,WALLET,0,LOW,455,0
17396.12,15,1,UPI,0,HIGH,613,0
444.8,22,0,WALLET,0,MEDIUM,933,0
523.9,22,1,WALLET,0,MEDIUM,437,0
16079.93,5,0,CARD,0,LOW,525,0
233.1,11,1,NETBANKING,1,LOW,574,0
292.08,23,1,CARD,0,LOW,829,0
13259.52,16,0,UPI,0,LOW,895,0
16.31,0,0,WALLET,0,MEDIUM,781,0
721.68,18,1,UPI,0,LOW,722,0
12592.34,5,1,WALLET,0,MEDIUM,799,0
19740.04,19,0,WALLET,0,MEDIUM,10,0
18151.61,23,0,NETBANKING,0,LOW,794,0
12738.43,14,1,UPI,0,LOW,229,0
114711.15,17,0,UPI,0,LOW,933,0
995.29,22,0,UPI,0,MEDIUM,205,0
605.47,19,1,CARD,0,LOW,553,0
202.54,13,0,NETBANKING,0,MEDIUM,384,0
561.3,8,0,UPI,0,LOW,837,0
890.43,9,1,UPI,0,LOW,412,0
2540.01,17,1,CARD,0,MEDIUM,388,0
9760.34,21,1,UPI,0,LOW,74,0
965.87,13,0,CARD,0,LOW,241,0
919.33,21,1,CARD,0,LOW,173,0
175.71,1,1,NETBANKING,0,MEDIUM,390,0
16979.45,8,0,CARD,0,MEDIUM,996,0
802.04,18,1,UPI,0,LOW,636,0
564.94,1,1,NETBANKING,0,HIGH,846,0
189.0,23,0,WALLET,0,LOW,871,0
376.33,4,0,CARD,0,HIGH,600,0
285.63,17,0,UPI,0,LOW,503,0
3817.2,22,1,CARD,0,MEDIUM,635,0
14416.03,12,0,CARD,1,LOW,594,0
873.27,5,1,WALLET,0,MEDIUM,289,0
126.54,13,0,WALLET,0,LOW,576,0
4692.25,16,1,NETBANKING,0,LOW,746,0
7568.11,12,1,CARD,0,MEDIUM,751,0
8037.99,14,0,UPI,0,MEDIUM,544,0
319.89,20,0,NETBANKING,0,LOW,569,0
534.31,7,0,CARD,0,LOW,277,0
600.09,6,0,CARD,0,MEDIUM,179,0
367.84,22,0,CARD,0,MEDIUM,181,0
906.24,18,1,CARD,0,LOW,365,0
393.12,23,0,NETBANKING,0,LOW,701,0
862.29,15,0,WALLET,0,MEDIUM,881,0
16224.95,13,0,UPI,0,HIGH,409,0
603.33,11,0,NETBANKING,0,LOW,372,0
912.48,12,1,NETBANKING,0,MEDIUM,398,0
860.01,0,1,CARD,0,LOW,603,0
200.33,12,0,UPI,1,MEDIUM,350,0
115.15,22,0,WALLET,0,MEDIUM,739,0
447.3,8,1,UPI,0,HIGH,628,0
978.27,19,0,UPI,0,MEDIUM,69,0
592.79,8,0,UPI,0,MEDIUM,626,0
51.93,11,1,NETBANKING,0,MEDIUM,59,0
11.66,1,0,WALLET,0,LOW,374,0
123899.7,3,0,CARD,0,LOW,536,1
187807.46,6,1,CARD,0,MEDIUM,197,0
114.59,14,1,WALLET,0,LOW,967,0
894.08,8,1,UPI,1,LOW,612,0
222.86,15,1,CARD,0,LOW,428,0
382.2,0,0,NETBANKING,0,MEDIUM,73,0
908.6,3,1,UPI,0,HIGH,1,1
330.39,16,1,NETBANKING,0,LOW,872,0
285.19,1,1,CARD,0,HIGH,196,0
363.96,6,0,WALLET,0,LOW,349,0
952.46,12,0,CARD,0,LOW,303,0
229.23,23,0,NETBANKING,0,MEDIUM,473,0
427.7,0,0,CARD,0,MEDIUM,575,0
718.16,16,0,NETBANKING,0,LOW,937,0
16412.87,0,1,CARD,0,LOW,16,0
701.42,13,1,UPI,0,MEDIUM,809,0
162770.1,1,1,UPI,0,LOW,702,1
319.59,5,1,WALLET,0,LOW,24,0
350.4,12,1,UPI,0,LOW,268,0
962.05,4,1,WALLET,0,LOW,66,0
586.19,16,0,CARD,1,LOW,17,1
17401.9,15,0,NETBANKING,0,LOW,361,0
642.87,15,1,CARD,0,LOW,911,0
137.79,18,0,WALLET,0,LOW,421,0
270.36,16,0,NETBANKING,0,LOW,41,0
711.6,14,1,UPI,1,MEDIUM,311,0
600.72,10,0,UPI,0,LOW,392,0
183.75,18,1,WALLET,0,MEDIUM,882,0
686.69,0,0,CARD,0,LOW,777,0
241.24,12,1,WALLET,0,LOW,4,0
497.52,17,0,WALLET,0,LOW,467,0
340.42,21,1,NETBANKING,0,MEDIUM,700,0
53880.59,16,1,NETBANKING,0,LOW,883,0
212.39,20,0,NETBANKING,0,MEDIUM,321,0
219.53,6,0,WALLET,0,MEDIUM,705,0
14418.65,11,1,NETBANKING,0,MEDIUM,863,0
961.04,16,0,NETBANKING,1,LOW,219,0
946.46,19,1,UPI,0,LOW,171,0
164.23,7,1,NETBANKING,0,LOW,295,0
575.35,17,1,CARD,1,LOW,221,0
319.81,23,1,CARD,0,LOW,465,0
177.52,0,1,NETBANKING,0,MEDIUM,813,0
104.17,3,0,UPI,0,LOW,623,0
645.58,8,1,WALLET,0,HIGH,377,0
3582.96,8,1,NETBANKING,0,MEDIUM,266,0
627.0,2,1,WALLET,0,MEDIUM,503,0
503.3,23,1,WALLET,1,HIGH,336,0
512.52,21,1,NETBANKING,0,LOW,400,0
351.34,1,0,NETBANKING,0,HIGH,574,0
740.08,17,1,UPI,0,HIGH,17,0
96.82,23,0,CARD,0,MEDIUM,555,0
918.76,0,1,CARD,0,LOW,82,0
2101.06,7,1,UPI,1,LOW,575,0
677.66,4,0,WALLET,0,LOW,536,0
421.33,13,0,UPI,0,LOW,404,0
867.63,12,0,UPI,0,LOW,440,0
624.47,19,1,NETBANKING,0,LOW,809,0
301.71,5,0,CARD,0,LOW,563,0
417.86,23,0,UPI,0,LOW,76,0
968.65,7,1,CARD,0,MEDIUM,401,0
409.74,1,0,CARD,0,MEDIUM,512,0
32.01,10,1,WALLET,0,LOW,501,0
5495.83,14,0,UPI,0,LOW,477,0
857.7,7,0,CARD,1,LOW,167,0
227.74,20,1,UPI,1,LOW,673,0
726.47,9,1,WALLET,1,HIGH,285,0
617.81,1,0,UPI,0,LOW,315,0
16766.91,9,0,NETBANKING,0,LOW,294,0
619.67,23,1,CARD,0,LOW,133,0
950.97,13,1,CARD,0,LOW,431,0
9549.16,9,0,UPI,0,LOW,862,0
364.57,8,1,WALLET,0,LOW,442,0
899.67,2,0,WALLET,0,MEDIUM,480,0
26.69,5,1,NETBANKING,0,MEDIUM,126,0
931.71,0,0,NETBANKING,0,HIGH,410,0
628.23,21,1,CARD,1,LOW,853,0
836.33,18,0,UPI,0,HIGH,663,0
440.99,4,0,NETBANKING,0,LOW,145,0
473.42,3,0,NETBANKING,1,LOW,578,0
11689.82,7,1,UPI,0,HIGH,605,0
650.33,3,1,WALLET,0,LOW,721,0
254.94,7,1,CARD,0,HIGH,293,0
742.34,5,0,UPI,0,LOW,44,0
3650.46,22,0,WALLET,0,LOW,594,0
16888.3,17,1,NETBANKING,0,MEDIUM,416,0
732.32,10,1,NETBANKING,0,LOW,157,0
128034.59,2,0,CARD,0,LOW,835,1
579.83,21,0,WALLET,0,LOW,444,0
923.17,18,1,WALLET,1,MEDIUM,377,0
131.75,4,1,WALLET,0,LOW,822,0
474.54,23,1,WALLET,0,HIGH,302,0
302.07,18,0,CARD,0,MEDIUM,405,0
7485.6,8,0,NETBANKING,0,HIGH,58,0
974.59,18,0,WALLET,0,LOW,66,0
386.84,17,0,NETBANKING,0,MEDIUM,615,0
771.37,10,1,CARD,0,LOW,871,0
65.21,9,0,UPI,0,LOW,326,0
93.77,20,0,NETBANKING,0,LOW,263,0
659.86,2,1,CARD,0,LOW,49,0
14315.2,10,1,CARD,0,LOW,440,0
19151.92,21,1,UPI,0,MEDIUM,908,0
8822.97,3,1,CARD,0,LOW,18,0
938.89,5,1,WALLET,0,MEDIUM,908,0
11457.89,0,0,NETBANKING,0,LOW,480,0
823.33,0,1,UPI,0,LOW,736,0
545.22,15,0,UPI,0,LOW,947,0
15218.16,16,1,CARD,0,MEDIUM,145,0
455.45,2,1,UPI,0,LOW,677,0
710.89,14,1,WALLET,0,HIGH,261,0
12029.04,20,0,WALLET,0,HIGH,261,0
898.56,15,0,UPI,0,LOW,778,0
39.72,3,0,NETBANKING,0,MEDIUM,935,0
12063.23,4,1,WALLET,0,LOW,317,0
840.59,15,0,NETBANKING,0,LOW,891,0
801.81,21,1,WALLET,0,LOW,554,0
312.46,3,0,UPI,0,MEDIUM,396,0
743.21,7,1,NETBANKING,0,MEDIUM,590,0
4812.16,6,1,NETBANKING,0,MEDIUM,664,0
9888.34,7,0,CARD,0,LOW,217,0
341.99,13,0,NETBANKING,0,LOW,80,0
997.89,6,1,CARD,0,LOW,337,0
12087.92,19,0,WALLET,0,LOW,889,0
674.04,7,0,CARD,0,LOW,20,0
485.08,13,0,WALLET,0,LOW,603,0
842.4,18,0,UPI,0,MEDIUM,461,0
1924.68,19,0,CARD,1,MEDIUM,192,0
2607.16,20,1,UPI,0,LOW,468,0
200.79,15,0,WALLET,0,MEDIUM,5,0
70.97,4,1,CARD,0,LOW,619,0
406.08,10,0,CARD,0,LOW,757,0
546.9,17,0,UPI,0,MEDIUM,874,0
963.05,14,1,UPI,0,LOW,955,0
954.58,0,0,NETBANKING,0,MEDIUM,692,0
14447.43,16,0,NETBANKING,1,LOW,642,0
662.53,5,0,NETBANKING,0,LOW,53,0
223.91,17,0,CARD,0,MEDIUM,683,0
866.84,21,1,UPI,0,LOW,712,0
18089.95,1,0,CARD,0,MEDIUM,970,0
676.58,6,0,WALLET,1,LOW,660,0
520.4,19,1,WALLET,0,LOW,247,0
6765.83,4,1,WALLET,1,LOW,402,0
671.29,0,1,UPI,0,LOW,497,0
920.48,11,1,NETBANKING,0,MEDIUM,372,0
489.5,8,0,CARD,1,MEDIUM,662,0
969.35,21,0,NETBANKING,0,LOW,658,0
734.69,19,1,WALLET,0,MEDIUM,301,0
953.54,0,0,WALLET,0,LOW,968,0
383.93,8,1,UPI,0,MEDIUM,79,0
159.22,9,1,CARD,0,LOW,55,0
8307.43,8,0,NETBANKING,0,LOW,664,0
19884.14,1,1,NETBANKING,1,MEDIUM,765,0
732.25,5,1,CARD,0,LOW,858,0
9285.18,12,0,NETBANKING,0,MEDIUM,909,0
153.89,21,0,CARD,0,LOW,135,0
33010.86,6,1,WALLET,0,HIGH,65,0
260.41,4,0,UPI,0,LOW,729,0
16125.47,6,1,UPI,0,LOW,505,0
17427.3,22,1,CARD,0,LOW,966,0
156975.99,8,1,WALLET,0,LOW,649,0
14781.6,14,1,CARD,0,MEDIUM,496,0
57.1,20,0,WALLET,0,LOW,902,0
14195.38,22,0,CARD,0,MEDIUM,899,0
138.26,18,0,CARD,0,MEDIUM,17,0
1490.83,16,1,UPI,0,LOW,574,0
11905.79,23,1,WALLET,0,LOW,614,0
10312.42,23,1,NETBANKING,0,LOW,476,0
8924.74,12,1,NETBANKING,0,LOW,74,0
737.15,20,0,WALLET,0,MEDIUM,314,0
13627.51,8,0,NETBANKING,0,LOW,528,0
908.64,8,1,UPI,0,MEDIUM,303,0
3966.73,10,0,CARD,0,LOW,86,0
12211.7,1,0,NETBANKING,0,MEDIUM,302,0
13798.55,2,0,WALLET,0,LOW,397,0
370.66,23,0,CARD,0,MEDIUM,272,0
344.01,21,1,UPI,0,LOW,826,0
110.49,2,0,CARD,0,LOW,920,0
8854.97,23,0,CARD,0,LOW,319,0
419.77,19,0,UPI,0,MEDIUM,548,0
730.68,2,0,CARD,0,LOW,950,0
494.7,3,0,CARD,0,HIGH,762,0
1837.83,21,1,UPI,0,LOW,526,0
972.24,4,1,NETBANKING,0,LOW,215,0
19209.8,15,1,WALLET,0,MEDIUM,83,0
234.51,22,1,WALLET,0,MEDIUM,817,0
16820.97,2,1,NETBANKING,0,MEDIUM,656,0
720.66,8,0,UPI,0,LOW,999,0
669.21,0,0,WALLET,1,MEDIUM,332,0
400.6,18,1,WALLET,0,LOW,948,0
145263.22,12,0,NETBANKING,0,LOW,77,0
17713.1,9,1,CARD,0,LOW,51,0
4739.07,23,0,CARD,0,HIGH,181,0
210.5,10,0,NETBANKING,0,MEDIUM,938,0
793.11,4,0,WALLET,0,LOW,590,0
170.33,7,1,NETBANKING,1,LOW,63,0
10970.31,23,1,UPI,0,LOW,704,0
507.81,21,0,CARD,0,MEDIUM,502,0
385.23,9,1,WALLET,0,LOW,218,0
8457.42,0,0,UPI,0,LOW,997,0
3645.31,23,0,CARD,0,LOW,357,0
298.17,15,0,UPI,0,MEDIUM,495,0
486.8,8,1,UPI,0,LOW,282,0
425.66,6,0,CARD,0,MEDIUM,332,0
6752.72,17,1,CARD,0,MEDIUM,515,0
357.27,4,1,WALLET,0,LOW,944,0
77.58,22,0,NETBANKING,0,LOW,958,0
710.09,7,0,UPI,0,LOW,393,0
4125.81,5,0,UPI,0,LOW,394,0
347.6,7,1,CARD,0,HIGH,15,0
797.05,5,1,WALLET,0,MEDIUM,177,0
393.23,10,0,WALLET,1,LOW,91,0
997.84,2,0,CARD,0,HIGH,646,0
184240.64,2,1,NETBANKING,1,LOW,974,1
803.8,22,0,CARD,1,LOW,780,0
17729.88,20,0,UPI,0,LOW,956,0
235.0,10,0,UPI,0,LOW,431,0
830.56,2,1,WALLET,0,MEDIUM,562,0
190.23,4,0,CARD,0,MEDIUM,277,0
2021.6,12,0,NETBANKING,0,LOW,369,0
12884.41,12,0,CARD,0,MEDIUM,191,0
448.57,23,0,CARD,0,LOW,657,0
5372.15,3,0,NETBANKING,0,MEDIUM,515,0
871.04,15,0,CARD,0,MEDIUM,824,0
285.8,2,1,NETBANKING,0,MEDIUM,966,0
411.61,11,1,NETBANKING,0,MEDIUM,400,0
18679.01,20,0,NETBANKING,0,MEDIUM,705,0
8408.82,20,0,CARD,0,LOW,530,0
985.14,10,0,CARD,0,MEDIUM,312,0
13635.27,14,0,CARD,0,LOW,451,0
353.18,3,0,UPI,0,LOW,81,0
166271.43,0,1,UPI,0,MEDIUM,695,1
487.94,0,1,CARD,0,LOW,510,0
505.86,7,1,NETBANKING,0,HIGH,504,0
17420.2,13,0,NETBANKING,0,LOW,394,0
801.99,18,1,UPI,0,LOW,428,0
44858.38,23,1,CARD,1,LOW,219,0
67176.01,17,1,WALLET,0,LOW,218,0
200.2,2,0,WALLET,0,MEDIUM,704,0
361.09,6,0,NETBANKING,0,LOW,470,0
658.62,22,1,WALLET,0,LOW,772,0
167893.59,1,1,UPI,0,LOW,919,1
428.91,8,1,UPI,0,LOW,76,0
806.04,10,1,NETBANKING,0,MEDIUM,667,0
682.96,14,0,WALLET,0,LOW,438,0
17551.72,18,0,NETBANKING,0,LOW,5,0
805.63,7,0,WALLET,0,MEDIUM,664,0
192.99,1,1,UPI,1,LOW,585,0
402.68,3,0,NETBANKING,0,MEDIUM,835,0
9879.13,19,0,NETBANKING,0,HIGH,711,0
909.61,6,0,WALLET,0,LOW,440,0
734.31,18,1,WALLET,0,LOW,529,0
9547.16,9,1,UPI,0,LOW,971,0
174.2,10,0,UPI,1,LOW,481,0
559.29,12,0,CARD,0,MEDIUM,679,0
3960.13,2,0,WALLET,1,LOW,58,0
863.07,11,1,WALLET,0,LOW,113,0
703.31,10,1,UPI,0,LOW,168,0
19890.9,10,1,CARD,0,LOW,626,0
259.93,15,1,WALLET,0,LOW,386,0
644.97,1,0,WALLET,0,MEDIUM,208,0
8532.86,20,0,WALLET,0,LOW,734,0
9296.68,10,1,WALLET,0,MEDIUM,976,0
807.42,0,1,NETBANKING,0,LOW,377,0
779.6,16,0,NETBANKING,0,LOW,983,0
16.04,4,1,UPI,0,MEDIUM,32,0
17343.53,13,0,WALLET,0,LOW,831,0
10064.27,0,1,NETBANKING,0,MEDIUM,562,0
794.83,12,1,CARD,0,HIGH,147,0
904.38,16,0,NETBANKING,0,LOW,891,0
257.16,17,0,UPI,0,LOW,792,0
432.51,4,1,NETBANKING,0,LOW,385,0
711.23,23,1,UPI,0,MEDIUM,267,0
104263.64,22,0,UPI,0,LOW,507,0
17870.78,6,1,WALLET,0,LOW,926,0
275.45,0,1,NETBANKING,1,LOW,826,0
42.11,18,1,NETBANKING,0,LOW,427,0
915.26,19,0,UPI,0,MEDIUM,227,0
558.49,13,1,CARD,0,MEDIUM,970,0
283.33,2,0,UPI,1,MEDIUM,597,1
322.63,10,0,CARD,0,LOW,830,0
277.39,2,0,CARD,0,MEDIUM,772,0
364.08,13,1,UPI,1,LOW,682,0
249.89,8,1,NETBANKING,0,LOW,116,0
9728.11,10,1,CARD,1,LOW,138,0
645.61,15,0,UPI,1,LOW,822,0
255.89,16,1,UPI,1,HIGH,581,0
11038.88,2,1,NETBANKING,0,MEDIUM,341,0
796.89,16,1,UPI,1,LOW,411,0
633.26,16,0,NETBANKING,0,LOW,821,0
18317.28,11,1,NETBANKING,0,LOW,553,0
9535.8,6,0,WALLET,0,LOW,652,0
349.17,1,1,NETBANKING,0,MEDIUM,484,0
217.48,9,1,NETBANKING,0,LOW,307,0
331.16,9,1,WALLET,0,LOW,483,0
128.88,4,1,WALLET,0,MEDIUM,820,0
955.36,11,1,NETBANKING,1,MEDIUM,194,0
905.56,5,1,WALLET,0,HIGH,796,0
18932.9,8,1,UPI,0,LOW,323,0
472.69,6,1,UPI,0,LOW,686,0
360.82,3,0,UPI,0,MEDIUM,533,0
330.23,1,0,NETBANKING,0,LOW,210,0
62.67,6,0,CARD,0,MEDIUM,908,0
76.73,9,1,NETBANKING,1,MEDIUM,807,0
17669.55,1,0,CARD,0,LOW,30,0
470.44,9,1,NETBANKING,1,LOW,378,0
15176.43,13,1,CARD,0,MEDIUM,639,0
305.21,1,0,CARD,1,MEDIUM,278,1
12954.83,9,0,UPI,1,MEDIUM,933,0
363.66,11,0,UPI,0,LOW,194,0
121.27,19,1,UPI,0,HIGH,101,0
993.07,14,1,UPI,0,LOW,71,0
494.23,2,1,WALLET,0,LOW,449,0
731.92,2,1,WALLET,0,LOW,572,0
206.36,4,0,UPI,0,LOW,197,0
26.27,17,1,NETBANKING,0,MEDIUM,907,0
539.51,1,1,NETBANKING,0,LOW,148,0
187.08,21,1,WALLET,0,LOW,638,0
17046.19,18,1,NETBANKING,0,HIGH,683,0
189.48,13,1,WALLET,1,HIGH,815,0
695.08,13,1,NETBANKING,0,LOW,240,0
372.2,0,1,WALLET,0,HIGH,638,0
649.5,15,0,WALLET,0,LOW,624,0
741.53,19,1,WALLET,0,LOW,391,0
855.66,0,1,UPI,1,LOW,885,0
925.38,3,1,UPI,0,MEDIUM,759,0
4852.5,0,1,CARD,1,LOW,416,0
89.5,4,1,CARD,1,MEDIUM,240,0
598.82,13,0,UPI,0,LOW,533,0
195.95,17,0,WALLET,0,LOW,284,0
639.97,18,0,UPI,0,LOW,598,0
251.07,0,0,CARD,0,MEDIUM,363,0
428.25,8,1,NETBANKING,0,LOW,253,0
10529.64,8,1,WALLET,0,MEDIUM,479,0
890.47,22,1,CARD,0,MEDIUM,295,0
451.45,2,1,UPI,0,LOW,633,0
59785.83,5,0,WALLET,0,MEDIUM,196,0
473.65,14,1,WALLET,0,LOW,202,0
101.65,14,1,CARD,1,LOW,827,0
191.0,3,1,WALLET,0,LOW,399,0
633.2,1,0,NETBANKING,0,LOW,676,0
729.67,12,0,UPI,0,LOW,200,0
173.09,7,1,NETBANKING,1,LOW,657,0
620.12,13,1,UPI,0,MEDIUM,281,0
288.77,15,1,CARD,0,MEDIUM,820,0
224.51,4,1,WALLET,1,MEDIUM,528,0
745.72,3,1,CARD,0,HIGH,390,0
401.02,3,0,UPI,0,LOW,86,0
891.86,6,1,UPI,0,LOW,901,0
9800.22,20,1,UPI,0,MEDIUM,605,0
929.74,13,1,WALLET,0,LOW,81,0
867.05,18,0,NETBANKING,0,LOW,68,0
10580.65,0,0,CARD,0,MEDIUM,621,0
873.31,13,0,WALLET,0,MEDIUM,174,0
124.99,20,1,UPI,0,MEDIUM,683,0
688.72,20,1,CARD,0,MEDIUM,422,0
195.23,19,0,NETBANKING,0,LOW,555,0
491.61,16,0,WALLET,0,LOW,206,0
936.88,23,0,NETBANKING,0,LOW,894,0
416.62,19,0,UPI,0,LOW,990,0
571.81,10,1,NETBANKING,0,LOW,689,0
3449.79,4,0,UPI,0,HIGH,981,0
25.74,22,1,UPI,0,MEDIUM,590,0
396.53,23,1,CARD,1,LOW,463,0
300.98,9,1,WALLET,0,MEDIUM,799,0
797.09,16,0,WALLET,0,HIGH,642,0
658.03,11,1,UPI,0,MEDIUM,627,0
71.55,22,1,WALLET,0,LOW,307,0
663.8,14,1,NETBANKING,0,LOW,768,0
867.09,17,0,UPI,0,LOW,134,0
898.36,12,1,WALLET,0,MEDIUM,955,0
909.92,9,1,CARD,0,LOW,242,0
183.34,2,1,UPI,0,HIGH,14,1
127.5,3,1,WALLET,0,LOW,451,0
9375.83,17,1,WALLET,0,LOW,349,0
431.76,1,1,WALLET,0,MEDIUM,731,0
19596.62,8,1,NETBANKING,0,LOW,145,0
898.57,7,0,NETBANKING,0,LOW,238,0
656.5,19,1,CARD,0,MEDIUM,36,0
573.97,11,0,UPI,0,LOW,406,0
515.32,4,1,UPI,0,LOW,55,0
990.43,7,1,WALLET,0,LOW,97,0
741.15,22,0,CARD,0,LOW,84,0
269.29,7,0,UPI,0,LOW,684,0
7136.99,13,1,UPI,0,LOW,371,0
14195.84,2,1,CARD,0,LOW,223,0
11248.2,16,0,NETBANKING,0,LOW,372,0
4127.93,13,1,UPI,1,MEDIUM,765,0
319.88,5,1,WALLET,0,LOW,874,0
128.9,23,0,NETBANKING,0,MEDIUM,63,0
209.92,4,0,UPI,0,LOW,311,0
126.78,3,1,UPI,0,LOW,924,0
8796.16,17,0,UPI,0,HIGH,646,0
132762.68,20,0,CARD,0,LOW,105,1
694.6,1,0,WALLET,0,LOW,662,0
796.38,7,0,NETBANKING,0,MEDIUM,50,0
789.35,20,0,UPI,0,MEDIUM,886,0
446.08,17,0,NETBANKING,0,HIGH,31,0
723.33,6,0,CARD,1,LOW,192,0
1185.27,8,0,WALLET,0,LOW,759,0
807.2,2,1,NETBANKING,0,LOW,470,0
543.84,23,1,CARD,0,MEDIUM,195,0
614.23,12,0,WALLET,1,LOW,53,0
18022.06,2,1,UPI,0,LOW,298,0
13573.69,10,0,CARD,0,LOW,622,0
3558.38,18,1,WALLET,0,HIGH,220,0
680.3,11,1,NETBANKING,0,LOW,253,0
509.37,14,1,UPI,0,LOW,40,0
445.7,8,0,UPI,0,LOW,492,0
772.25,23,1,NETBANKING,0,LOW,683,0
874.92,23,0,NETBANKING,0,MEDIUM,544,0
10733.9,0,0,UPI,1,LOW,451,0
511.69,15,0,NETBANKING,0,HIGH,592,0
562.7,13,1,CARD,0,LOW,621,0
972.03,2,0,WALLET,0,MEDIUM,79,0
206.2,13,0,NETBANKING,0,LOW,440,0
27.98,19,1,WALLET,1,MEDIUM,200,0
968.03,21,0,WALLET,0,HIGH,48,0
212.74,23,1,UPI,0,MEDIUM,157,0
116.62,18,1,WALLET,0,MEDIUM,694,0
13575.69,17,0,CARD,0,LOW,461,0
310.67,17,1,NETBANKING,0,LOW,821,0
56.95,13,0,WALLET,0,LOW,53,0
995.5,8,0,NETBANKING,0,LOW,395,0
750.32,19,1,UPI,0,MEDIUM,987,0
136.51,9,0,WALLET,0,LOW,79,0
245.84,11,1,UPI,0,MEDIUM,87,0
43.28,14,1,UPI,0,MEDIUM,566,0
235.65,20,1,UPI,0,MEDIUM,531,0
603.69,22,1,WALLET,0,HIGH,186,0
870.6,0,1,NETBANKING,1,LOW,313,0
284.27,14,0,NETBANKING,0,MEDIUM,868,0
682.66,15,1,UPI,0,HIGH,470,0
744.93,9,1,UPI,0,LOW,127,0
12885.55,18,1,CARD,0,MEDIUM,751,0
10738.16,20,0,CARD,0,LOW,318,0
499.98,19,0,UPI,0,MEDIUM,262,0
276.11,1,1,NETBANKING,1,LOW,960,0
9498.66,1,0,WALLET,0,MEDIUM,302,0
526.56,0,0,NETBANKING,0,MEDIUM,315,0
906.5,18,1,NETBANKING,0,MEDIUM,101,0
5971.06,12,0,CARD,0,LOW,68,0
2834.88,15,0,CARD,0,MEDIUM,554,0
2820.94,5,1,UPI,0,MEDIUM,316,0
116.95,7,1,NETBANKING,0,MEDIUM,607,0
954.6,20,1,UPI,0,LOW,701,0
9766.62,2,1,CARD,0,HIGH,428,0
43392.35,15,0,NETBANKING,0,HIGH,125,0
463.61,1,0,CARD,0,LOW,3,0
43136.49,1,1,UPI,0,HIGH,50,0
51.53,11,0,CARD,0,MEDIUM,549,0
293.49,12,1,CARD,0,LOW,944,0
824.09,6,0,WALLET,0,HIGH,956,0
995.58,0,0,CARD,0,LOW,295,0
445.18,9,1,CARD,0,LOW,752,0
957.07,14,0,NETBANKING,0,LOW,105,0
779.62,3,0,WALLET,0,MEDIUM,764,0
270.48,15,0,NETBANKING,0,MEDIUM,652,0
181574.13,20,1,UPI,0,MEDIUM,323,0
978.01,12,0,UPI,0,LOW,790,0
396.03,17,0,UPI,0,MEDIUM,398,0
660.55,21,0,WALLET,0,HIGH,958,0
19492.56,10,0,UPI,0,MEDIUM,550,0
756.78,1,1,WALLET,0,LOW,388,0
362.71,5,0,UPI,1,MEDIUM,458,0
342.51,11,1,CARD,1,LOW,67,0
731.18,22,1,UPI,0,LOW,301,0
17042.14,15,1,CARD,0,LOW,221,0
551.98,17,1,UPI,0,MEDIUM,716,0
